"Data Source","World Development Indicators",

"Last Updated Date","2024-11-13",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Congo, Dem. Rep.","COD","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.183","73.161","73.113","73.089","73.064","73.103","73.097","73.082","73.04","72.982","72.985","72.999","73.018","73.037","73.05","72.157","71.246","70.319","69.375","68.413","67.432","66.439","66.473","66.498","66.5","66.495","66.478","66.455","66.413","65.782","66.176","66.263","",
"Congo, Rep.","COG","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69.787","69.687","69.566","69.425","69.338","69.263","69.172","69.105","69.007","68.952","68.918","68.897","68.858","68.831","68.828","68.814","68.752","68.747","68.754","68.748","68.812","68.888","68.913","68.949","68.935","68.866","68.803","68.723","68.646","67.795","68.213","68.54","",
"Colombia","COL","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69.256","69.514","69.915","70.363","70.75","70.809","71.023","70.936","70.315","70.493","70.54","69.497","70.414","69.722","68.392","67.773","67.156","67.532","70.412","70.564","71.117","71.841","71.142","70.99","71.181","70.685","70.403","69.783","69.016","68.275","69.546","68.308","",
"Comoros","COM","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.127","43.136","43.096","42.99","42.915","42.808","42.718","42.6","42.487","42.418","42.318","42.202","42.07","41.954","42.334","42.714","43.094","43.471","43.839","44.2","44.555","44.908","45.264","45.624","45.546","45.495","45.447","45.401","45.34","44.924","45.177","45.395","",
"Cabo Verde","CPV","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.837","63.796","63.746","63.689","63.625","63.558","63.49","63.419","63.343","63.321","63.361","63.41","63.464","63.515","63.558","63.589","63.607","63.615","63.613","63.478","63.333","63.208","63.102","63.02","62.955","62.926","62.951","59.154","61.31","58.463","59.185","61.514","",
"Costa Rica","CRI","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.467","58.925","59.883","60.44","61.473","59.446","61.571","63.366","63.236","62.738","64.16","63.847","64.27","63.057","65.73","65.097","66.07","65.475","65.402","64.11","65.266","68.867","68.435","69.236","67.877","64.983","65.307","67.774","70.024","66.697","68.176","68.32","",
"Caribbean small states","CSS","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.7835797248741","63.966628410995","64.2926900554135","64.4519799310017","64.5912690378831","64.4057391730293","64.5058445669128","64.3127674579271","64.3037244861501","64.5308176233245","64.7545109215386","64.7308142566667","64.9683907294542","65.1596131795948","65.2986375688367","65.2376186767865","65.3784582695535","65.485321375062","65.6057324590729","65.7640440981656","65.9309589964408","66.0743956829801","66.2379777366945","66.2167522488476","66.3981280510762","66.7778279916657","66.6909946407614","66.5827844081811","65.2428586609594","62.876742388276","63.7959002122385","64.8324271342025","",
"Cuba","CUB","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.507","57.937","57.188","57.286","57.496","57.965","58.195","58.291","58.678","59.061","59.337","59.548","59.873","60.291","60.979","61.721","62.269","62.695","64.313","63.896","64.807","65.19","65.545","65.789","66.202","66.418","66.715","67.063","67.284","63.347","64.761","67.356","",
"Curacao","CUW","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.187","66.82","66.917","66.964","67.012","67.07","67.143","67.231","67.333","67.444","69.212","69.369","70.623","70.686","70.957","71.494","72.403","72.133","71.82","72.417","72.24","72.548","72.823","73.723","72.282","71.214","71.918","72.962","73.69","73.785","75.016","76.757","",
"Czechia","CZE","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.968","71.994","72.022","72.324","72.303","72.088","72.052","72.086","72.096","71.485","71.003","70.695","70.27","70.034","70.311","70.284","69.81","69.731","70.203","70.275","70.528","71.582","72.883","73.528","74","74.993","75.868","76.56","76.747","76.474","76.879","77.126","",
"Germany","DEU","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.767","70.997","70.627","70.622","70.221","70.19","70.339","70.458","70.878","70.74","71.114","71.244","71.772","71.693","74.108","75.335","75.881","76.151","76.521","76.539","77.217","77.104","77.427","77.565","77.382","78.506","78.869","79.074","80.071","78.821","78.924","79.88","",
"Djibouti","DJI","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.641","38.527","38.303","38.098","37.955","37.746","37.606","37.493","37.347","37.13","36.99","36.787","36.554","36.323","36.094","35.711","35.332","34.965","34.617","34.31","34.159","34.044","33.953","33.862","33.753","33.696","33.59","33.483","33.389","32.753","32.781","33.45","",
"Dominica","DMA","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Denmark","DNK","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.018","83.311","82.32","78.557","78.671","79.199","79.363","78.968","80.024","79.552","78.632","79.189","79.066","79.796","79.338","79.923","79.803","79.12","78.534","77.856","77.623","77.047","76.417","76.437","76.825","77.39","77.845","78.196","79.029","78.827","79.38","80.322","",
"Dominican Republic","DOM","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.496","58.937","59.219","59.322","59.591","59.872","60.282","60.598","60.879","61.103","59.88","60.382","59.444","59.491","59.304","60.146","60.121","60.618","58.301","59.801","61.191","62.383","62.408","62.744","65.444","65.914","65.84","67.522","68.585","63.818","67.203","67.332","",
"Algeria","DZA","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.078","46.237","46.606","46.921","47.004","47.154","47.046","46.878","46.622","46.367","46.11","45.864","45.621","45.365","45.116","44.849","44.582","44.309","44.029","44.294","44.507","44.73","46.094","43.574","44.71","45","45.066","45.14","45.256","42.824","43.413","45.641","",
